"x1","x2","y"
-0.436573075130582,0.319944756105542,0
-0.335162521805614,-0.607743594795465,1
0.891405111178756,-0.111757339909673,1
-0.189243994653225,0.836447099223733,1
0.923148445319384,0.608791784383357,1
-0.831628615502268,-0.0960513618774712,1
0.473507130052894,0.513322139624506,1
-0.307343075517565,0.529108121059835,0
0.245586523786187,-0.45799216767773,0
-0.0203492720611393,-0.334304311312735,0
-0.307934403419495,0.859405959025025,1
-0.196652568876743,-0.49980878457427,0
-0.513199048116803,0.423128850758076,0
-0.464673500973731,-0.369375058915466,0
0.162285550497472,-0.623504338786006,0
-0.882712731603533,-0.280364259146154,1
0.856838560663164,-0.86392437107861,1
-0.209258272312582,-0.439781465101987,0
0.569105116650462,-0.25908417487517,0
-0.949734462890774,-0.756337793078274,1
0.672545277513564,-0.775042174383998,1
0.937711506150663,0.991651823278517,1
-0.924849397037178,0.306714616715908,1
0.926388120744377,-0.877944859676063,1
-0.16483811987564,0.177677999250591,0
0.65741437394172,-0.29066997859627,0
0.00347381550818682,0.428851296659559,0
0.430789246689528,0.530915043316782,1
0.746963534038514,0.51833978574723,1
0.32422851305455,0.356509992852807,0
0.165664660744369,-0.970831042155623,1
0.888038055039942,0.588854189030826,1
0.275556878186762,-0.539353194180876,0
0.338820938952267,-0.951029877644032,1
-0.329443720169365,0.272589682601392,0
0.946607334073633,0.861049267463386,1
0.169265227392316,-0.581457384862006,0
0.82377440482378,0.435620752628893,1
0.946384884882718,0.187928149942309,1
0.0544389500282705,0.593616114463657,0
0.527190831489861,-0.292225499171764,0
-0.926195524167269,-0.310764908790588,1
0.0237278863787651,0.135172979906201,0
0.618176814634353,-0.872384671121836,1
-0.80294662900269,0.665836279746145,1
0.857858078554273,-0.46872319933027,1
0.441515929531306,0.25330821890384,0
-0.114916429854929,-0.99436666816473,1
-0.737823180854321,-0.0597107796929777,1
0.100551153533161,-0.560432634316385,0
-0.186033119913191,0.396171445958316,0
-0.753778343088925,-0.133510498329997,1
0.933408381883055,0.746002663392574,1
0.486217603087425,0.861939575057477,1
-0.429322419222444,-0.615089712664485,1
-0.975299231242388,0.898240334820002,1
-0.514491763431579,-0.58292850246653,1
0.207247827667743,0.571863296907395,0
-0.548282597679645,0.919795577414334,1
0.177696936298162,0.571533917915076,0
-0.507794379256666,0.0620166468434036,0
0.0977424061857164,0.417412214446813,0
0.957095169462264,0.459494646172971,1
-0.386090119834989,0.857826977502555,1
-0.218924978282303,-0.42702156631276,0
-0.170516414567828,-0.490094569511712,0
-0.910035172011703,0.0725145023316145,1
0.424084188882262,0.984245795290917,1
-0.417706329375505,0.776905224192888,1
0.11283790692687,0.31694502197206,0
-0.323784323874861,0.288934459444135,0
0.0537110948935151,0.0325388982892036,0
0.558612896129489,-0.202011224348098,0
0.426700226496905,-0.945136169437319,1
0.850887461565435,0.987486435100436,1
-0.482966847717762,0.450066451448947,0
0.854182281531394,0.709778138902038,1
-0.113756894133985,-0.108781789429486,0
-0.538233143743128,0.686583932023495,1
-0.0134123736061156,-0.962024039123207,1
0.282363103702664,-0.301087418571115,0
-0.464804706163704,0.390140395611525,0
0.028502544388175,-0.895589928142726,1
0.135438081342727,-0.910773869138211,1
-0.161492377053946,-0.307815376669168,0
0.929324004333466,-0.150459298864007,1
-0.458233498968184,0.0799940484575927,0
0.183762309141457,0.946771725546569,1
0.287541755940765,-0.87429332267493,1
-0.0278044063597918,-0.859300244599581,1
-0.243933581281453,0.0533577897585928,0
-0.151821935549378,0.534590918105096,0
